gigantic_search/5.json,GA2,GA30,T5_ls,TL1_ls,TL1,TL20_ls,jaya,GA20,T30_ls,GA10_ls,TL10,jaya_ls,GA5_ls,TL10_ls,GA2_ls,GA10,GA20_ls,GA5,T1_ls,LBO_ls,TL30_ls,TL5_ls,TL20,TL30,T10_ls,T20_ls,GA30_ls,TL5,LBO,G2JG4TL_ls,G2JG4TL
TL10,666.577777777778,648.177777777778,859.522222222222,811.633333333333,610.188888888889,797.144444444444,895.277777777778,639.611111111111,814.788888888889,765.755555555556,0,841.911111111111,762.4,799.822222222222,818.066666666667,637.377777777778,765.322222222222,664.7,1003.93333333333,815.977777777778,787.677777777778,801.388888888889,597.633333333333,586.633333333333,850.011111111111,824.522222222222,761.155555555556,596.911111111111,672.177777777778,790.422222222222,663.455555555556
jaya_ls,699.733333333333,757.755555555556,865.433333333333,651.1,842.7,644.477777777778,880.677777777778,765.055555555556,817.3,565.244444444444,841.911111111111,0,560.822222222222,647,584.933333333333,747.266666666667,562.7,724.455555555556,884.622222222222,588.222222222222,639.744444444444,644.211111111111,843.855555555556,836.366666666667,859.744444444444,837.144444444444,568.266666666667,832.688888888889,739.844444444444,579.022222222222,726.677777777778
GA5_ls,613.333333333333,674.2,814.744444444444,586.722222222222,766.055555555556,574.211111111111,829.211111111111,675.211111111111,759.633333333333,473.6,762.4,560.822222222222,0,574.088888888889,513.488888888889,676.355555555556,471.3,643.211111111111,848.711111111111,511.844444444444,570.011111111111,582.9,766.077777777778,761.855555555556,808.677777777778,784.811111111111,471.022222222222,754.177777777778,660.488888888889,495.822222222222,648.1
TL10_ls,683.4,734.777777777778,811.655555555556,639.766666666667,794.255555555556,630.188888888889,876.366666666667,727.077777777778,767.055555555556,575.888888888889,799.822222222222,647,574.088888888889,0,602.2,716.044444444445,575.277777777778,708.433333333333,859.666666666667,606.511111111111,624.1,637.811111111111,794.344444444444,786.9,808.411111111111,786.9,572.955555555556,788.266666666667,713.911111111111,589.022222222222,709.255555555556
GA2_ls,662.8,723.555555555556,836.033333333333,612.766666666667,806.9,601.455555555556,856.744444444444,725.544444444444,785.344444444444,512.377777777778,818.066666666667,584.933333333333,513.488888888889,602.2,0,714.044444444444,511.188888888889,693.9,853.333333333333,541.4,594.388888888889,607.055555555556,817.922222222222,808.766666666667,832.233333333333,810.3,511.355555555556,801.333333333333,707.111111111111,529.888888888889,687.722222222222
GA10,595.288888888889,604.977777777778,840.3,733.766666666667,638.477777777778,714.611111111111,828.811111111111,598.766666666667,787.255555555556,667.511111111111,637.377777777778,747.266666666667,676.355555555556,716.044444444445,714.044444444444,0,663.033333333333,581.766666666667,951.888888888889,719.044444444445,709.144444444444,724.788888888889,645.788888888889,629.322222222222,832.522222222222,806.877777777778,662.555555555556,624.8,618.577777777778,695.066666666667,596.611111111111
GA20_ls,616.811111111111,679.811111111111,812.688888888889,588.488888888889,763,574.644444444444,822.088888888889,678.755555555556,760.822222222222,476.3,765.322222222222,562.7,471.3,575.277777777778,511.188888888889,663.033333333333,0,651.2,845.7,510.588888888889,569.755555555556,580.8,768.022222222222,757.977777777778,810.355555555556,784.044444444444,471.366666666667,753.011111111111,657.811111111111,494.766666666667,642.577777777778
GA5,597.277777777778,595.766666666667,848.8,719.177777777778,665.377777777778,706.355555555556,842.111111111111,594.311111111111,790.355555555556,645.011111111111,664.7,724.455555555556,643.211111111111,708.433333333333,693.9,581.766666666667,651.2,0,943.566666666667,692.077777777778,696.355555555556,706.688888888889,659.222222222222,646.933333333333,839.622222222222,812.2,646.433333333333,645.655555555556,614.833333333333,673.255555555556,595.6
T1_ls,924.044444444444,959.733333333333,931.811111111111,864.122222222222,1005.43333333333,860.011111111111,1069.16666666667,961.9,914.033333333333,848.555555555556,1003.93333333333,884.622222222222,848.711111111111,859.666666666667,853.333333333333,951.888888888889,845.7,943.566666666667,0,853.444444444444,861.433333333333,861.522222222222,1005.07777777778,989.3,931.944444444444,923.366666666667,846.933333333333,998.355555555556,946.533333333333,850.822222222222,949.411111111111
LBO_ls,662.466666666667,728.333333333333,838.544444444445,611.322222222222,815.188888888889,599.722222222222,848.344444444444,730.855555555556,789.588888888889,514.577777777778,815.977777777778,588.222222222222,511.844444444444,606.511111111111,541.4,719.044444444445,510.588888888889,692.077777777778,853.444444444444,0,598.411111111111,608.966666666667,814.877777777778,809.122222222222,835.344444444444,811.677777777778,510.644444444444,804.955555555556,704.422222222222,527.311111111111,694.855555555556
TL30_ls,673.5,720.9,805.866666666667,636.177777777778,784.177777777778,625,870.177777777778,717.066666666667,758.022222222222,567.522222222222,787.677777777778,639.744444444444,570.011111111111,624.1,594.388888888889,709.144444444444,569.755555555556,696.355555555556,861.433333333333,598.411111111111,0,628.955555555556,782.955555555556,771.577777777778,802.711111111111,776.933333333333,565.588888888889,777.411111111111,708.677777777778,585.566666666667,696.533333333333
TL5_ls,685.455555555556,734.411111111111,816.533333333333,641.8,799.111111111111,632.911111111111,874.533333333333,737.666666666667,766.8,580.633333333333,801.388888888889,644.211111111111,582.9,637.811111111111,607.055555555556,724.788888888889,580.8,706.688888888889,861.522222222222,608.966666666667,628.955555555556,0,797.4,789.133333333333,811.977777777778,785.311111111111,578.011111111111,793.166666666667,721.7,595.611111111111,712.022222222222
TL20,659.722222222222,655.188888888889,860.111111111111,807.444444444445,613.977777777778,795.688888888889,885.488888888889,638.577777777778,813.022222222222,767.033333333333,597.633333333333,843.855555555556,766.077777777778,794.344444444444,817.922222222222,645.788888888889,768.022222222222,659.222222222222,1005.07777777778,814.877777777778,782.955555555556,797.4,0,596.266666666667,848.933333333333,826,759.9,604.011111111111,693.788888888889,791.5,665.533333333333
TL30,644.655555555556,648.055555555556,852.333333333333,801.777777777778,607.933333333333,782.622222222222,888.711111111111,639.066666666667,800.244444444444,757.144444444444,586.633333333333,836.366666666667,761.855555555556,786.9,808.766666666667,629.322222222222,757.977777777778,646.933333333333,989.3,809.122222222222,771.577777777778,789.133333333333,596.266666666667,0,842.2,816.155555555556,758.344444444444,584.744444444444,683.322222222222,786.477777777778,656.911111111111
T10_ls,831.744444444444,852.122222222222,838.777777777778,815.888888888889,855.755555555556,807.644444444444,1003.17777777778,838.666666666667,813.311111111111,809.255555555556,850.011111111111,859.744444444444,808.677777777778,808.411111111111,832.233333333333,832.522222222222,810.355555555556,839.622222222222,931.944444444444,835.344444444444,802.711111111111,811.977777777778,848.933333333333,842.2,0,816.2,810.055555555556,843.944444444444,847.233333333333,820.944444444445,843.088888888889
T20_ls,807.744444444444,829.788888888889,824.555555555556,793.155555555556,834.177777777778,786.022222222222,982.244444444445,818.2,796.088888888889,782.9,824.522222222222,837.144444444444,784.811111111111,786.9,810.3,806.877777777778,784.044444444444,812.2,923.366666666667,811.677777777778,776.933333333333,785.311111111111,826,816.155555555556,816.2,0,783.211111111111,820.255555555556,821.7,798.077777777778,814.066666666667
GA30_ls,607.533333333333,669.6,813.9,585.5,761.966666666667,575.433333333333,821.944444444445,669.055555555556,758.122222222222,471.311111111111,761.155555555556,568.266666666667,471.022222222222,572.955555555556,511.355555555556,662.555555555556,471.366666666667,646.433333333333,846.933333333333,510.644444444444,565.588888888889,578.011111111111,759.9,758.344444444444,810.055555555556,783.211111111111,0,755.288888888889,660.088888888889,496.266666666667,647.633333333333
TL5,655.644444444444,637.511111111111,857.344444444444,801.166666666667,603.3,783.455555555556,884.411111111111,636.544444444445,806.344444444444,757.666666666667,596.911111111111,832.688888888889,754.177777777778,788.266666666667,801.333333333333,624.8,753.011111111111,645.655555555556,998.355555555556,804.955555555556,777.411111111111,793.166666666667,604.011111111111,584.744444444444,843.944444444444,820.255555555556,755.288888888889,0,661.8,779.311111111111,653.033333333333
LBO,616.2,631.177777777778,857.922222222222,730.811111111111,682.122222222222,716.9,839.122222222222,626.677777777778,805.544444444445,661.711111111111,672.177777777778,739.844444444444,660.488888888889,713.911111111111,707.111111111111,618.577777777778,657.811111111111,614.833333333333,946.533333333333,704.422222222222,708.677777777778,721.7,693.788888888889,683.322222222222,847.233333333333,821.7,660.088888888889,661.8,0,683.088888888889,621.855555555556
G2JG4TL_ls,635.488888888889,702.888888888889,826.188888888889,604.944444444444,788.033333333333,590.122222222222,848.211111111111,710.477777777778,772.455555555556,494.977777777778,790.422222222222,579.022222222222,495.822222222222,589.022222222222,529.888888888889,695.066666666667,494.766666666667,673.255555555556,850.822222222222,527.311111111111,585.566666666667,595.611111111111,791.5,786.477777777778,820.944444444445,798.077777777778,496.266666666667,779.311111111111,683.088888888889,0,677.766666666667
G2JG4TL,596.811111111111,605.388888888889,851.044444444445,719.311111111111,667.555555555556,702.866666666667,841.244444444444,603.466666666667,793.977777777778,639.011111111111,663.455555555556,726.677777777778,648.1,709.255555555556,687.722222222222,596.611111111111,642.577777777778,595.6,949.411111111111,694.855555555556,696.533333333333,712.022222222222,665.533333333333,656.911111111111,843.088888888889,814.066666666667,647.633333333333,653.033333333333,621.855555555556,677.766666666667,0
